# Writing 1MB of data with Python threads.
# Threads   time in seconds
#     Un-coalesced      Coalesced
# 0     0.066844          0.033738
1     0.067449          0.033417
2     0.068831          0.067253
4     0.066727          0.133634
8     0.068453          0.258331
16     0.066806         0.524361
32     0.067510         1.090986
64     0.067264         2.085106
128     0.068816
256     0.075793
